Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","154","North Macedonia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","15944","X","International reliable sources",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","154","North Macedonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","162","Norway","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","62468.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","162","Norway","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","63332.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","162","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","162","Norway","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.15","X","International reliable sources",""
"FS","Suite of Food Security Indicators","221","Oman","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","34696.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","221","Oman","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","28593.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","221","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","221","Oman","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.65","X","International reliable sources",""
"FS","Suite of Food Security Indicators","165","Pakistan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3908.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","165","Pakistan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","4739.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","165","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2.57","X","International reliable sources",""
"FS","Suite of Food Security Indicators","165","Pakistan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","180","Palau","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","15380.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","180","Palau","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","18070","X","International reliable sources",""
"FS","Suite of Food Security Indicators","180","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","180","Palau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.86","X","International reliable sources",""
"FS","Suite of Food Security Indicators","299","Palestine","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","4462.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","299","Palestine","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","5661.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","299","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","299","Palestine","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.74","X","International reliable sources",""
"FS","Suite of Food Security Indicators","166","Panama","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","20640.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","166","Panama","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","31049.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","166","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","166","Panama","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3041.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","4235.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","168","Papua New Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.67","X","International reliable sources",""
"FS","Suite of Food Security Indicators","169","Paraguay","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","9643.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","169","Paraguay","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12849.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","169","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.72","X","International reliable sources",""
"FS","Suite of Food Security Indicators","169","Paraguay","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","170","Peru","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","9341.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","170","Peru","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12782.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","170","Peru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","170","Peru","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","171","Philippines","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","5618.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","171","Philippines","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","8516.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","171","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.78","X","International reliable sources",""
"FS","Suite of Food Security Indicators","171","Philippines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","173","Poland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","22457.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","173","Poland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","31765.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","173","Poland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","173","Poland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","174","Portugal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","32348.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","174","Portugal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","34013.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","174","Portugal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.99","X","International reliable sources",""
"FS","Suite of Food Security Indicators","174","Portugal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.14","X","International reliable sources",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","33403.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","34116.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","177","Puerto Rico","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","179","Qatar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","97171.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","179","Qatar","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","94502.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","179","Qatar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","179","Qatar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.68","X","International reliable sources",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","32309.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","41894.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","117","Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","8473.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12373","X","International reliable sources",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","146","Republic of Moldova","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","183","Romania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","21976.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","183","Romania","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","28565.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","183","Romania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","183","Romania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","24964.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","26667.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","185","Russian Federation","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","184","Rwanda","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1392.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","184","Rwanda","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2088.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","184","Rwanda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","184","Rwanda","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","25287.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","25899.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","188","Saint Kitts and Nevis","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.71","X","International reliable sources",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","14634","X","International reliable sources",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","15261.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","189","Saint Lucia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","12083.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12466.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","191","Saint Vincent and the Grenadines","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.85","X","International reliable sources",""
"FS","Suite of Food Security Indicators","244","Samoa","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","6387.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","244","Samoa","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","6329.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","244","Samoa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","244","Samoa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3211.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3944.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","193","Sao Tome and Principe","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.53","X","International reliable sources",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","45340.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","47596.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","194","Saudi Arabia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","195","Senegal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2739.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","195","Senegal","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","3314.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","195","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.15","X","International reliable sources",""
"FS","Suite of Food Security Indicators","195","Senegal","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","272","Serbia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","14635.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","272","Serbia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","17355.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","272","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","272","Serbia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","196","Seychelles","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","20671.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","196","Seychelles","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","27996.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","196","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","196","Seychelles","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","1360.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","1663.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.24","X","International reliable sources",""
"FS","Suite of Food Security Indicators","197","Sierra Leone","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","200","Singapore","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","71507.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","200","Singapore","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","97744.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","200","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","200","Singapore","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","199","Slovakia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","26143","X","International reliable sources",""
"FS","Suite of Food Security Indicators","199","Slovakia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","32067.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","199","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","199","Slovakia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.75","X","International reliable sources",""
"FS","Suite of Food Security Indicators","198","Slovenia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","36235.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","198","Slovenia","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","38022.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","198","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.15","X","International reliable sources",""
"FS","Suite of Food Security Indicators","198","Slovenia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","2121.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","2365.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.21","X","International reliable sources",""
"FS","Suite of Food Security Indicators","25","Solomon Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","201","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-3.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","201","Somalia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","202","South Africa","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","12628.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","202","South Africa","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12630.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","202","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","202","South Africa","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","277","South Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","203","Spain","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","39317.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","203","Spain","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","40328.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","203","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","203","Spain","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.25","X","International reliable sources",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","8274.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","12864.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-1.8","X","International reliable sources",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","276","Sudan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","3295.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","276","Sudan","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","4160.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","276","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-2.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","276","Sudan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-1.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","207","Suriname","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","15981.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","207","Suriname","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","16609.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","207","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","207","Suriname","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","210","Sweden","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","48693.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","210","Sweden","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","53146.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","210","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","210","Sweden","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","0.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","211","Switzerland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2008","2008","I$","65505.2","X","International reliable sources",""
"FS","Suite of Food Security Indicators","211","Switzerland","6126","Value","22013","Gross domestic product per capita, PPP, dissemination (constant 2011 international $)","2018","2018","I$","68479.4","X","International reliable sources",""
"FS","Suite of Food Security Indicators","211","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","1.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","211","Switzerland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","1.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","212","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2008","2008","index","-0.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","212","Syrian Arab Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","index","-2.74","X","International reliable sources",""
